"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.252314814814815 0.285714285714286 0.281323877068558 0.308788598574822 0.310262529832936 0.3189448441247 0.295399515738499 0.281173594132029 0.281862745098039 0.293827160493827
"2" 0.771428571428571 0.814285714285714 0.771428571428571 0.739130434782609 0.753623188405797 0.811594202898551 0.869565217391304 0.720588235294118 0.882352941176471 0.794117647058823
"3" 0.722222222222222 0.666666666666667 0.722222222222222 0.625 0.6875 0.6875 0.8 0.733333333333333 0.714285714285714 0.846153846153846
"4" 0.968253968253968 0.952380952380952 0.984126984126984 0.952380952380952 0.984126984126984 0.904761904761905 0.936507936507937 0.920634920634921 0.901639344262295 0.95
"5" 0.689655172413793 0.714285714285714 0.535714285714286 0.607142857142857 0.678571428571429 0.642857142857143 0.518518518518518 0.703703703703704 0.740740740740741 0.666666666666667
"6" 0.6 0.628571428571429 0.514285714285714 0.657142857142857 0.771428571428571 0.647058823529412 0.705882352941177 0.705882352941177 0.735294117647059 0.529411764705882
"7" 0.988505747126437 0.971264367816092 0.971264367816092 0.994252873563218 0.959537572254335 0.970930232558139 0.982558139534884 0.988372093023256 0.988372093023256 0.95906432748538
"8" 0.53125 0.40625 0.59375 0.67741935483871 0.6 0.464285714285714 0.464285714285714 0.571428571428571 0.535714285714286 0.464285714285714
"9" 0.742424242424242 0.772727272727273 0.787878787878788 0.878787878787879 0.848484848484849 0.696969696969697 0.784615384615385 0.75 0.796875 0.78125
"10" 1 1 0.944444444444444 1 1 0.972222222222222 1 0.944444444444444 1 0.970588235294118
"11" 0.76 0.74 0.62 0.71 0.6 0.65 0.67 0.59 0.73 0.64
"12" 0.652173913043478 0.652173913043478 0.652173913043478 0.863636363636364 0.5 0.681818181818182 0.380952380952381 0.6 0.75 0.722222222222222
"13" 0.722222222222222 0.647058823529412 0.705882352941177 0.823529411764706 0.875 0.466666666666667 0.666666666666667 0.733333333333333 0.733333333333333 0.533333333333333
"14" 0.777777777777778 0.592592592592593 0.62962962962963 0.777777777777778 0.777777777777778 0.851851851851852 0.777777777777778 0.814814814814815 0.814814814814815 0.666666666666667
"15" 0.861111111111111 0.972222222222222 0.888888888888889 0.944444444444444 0.916666666666667 0.885714285714286 0.852941176470588 0.882352941176471 0.823529411764706 0.970588235294118
"16" 0.425531914893617 0.552631578947368 0.526315789473684 0.486486486486487 0.513513513513513 0.567567567567568 0.571428571428571 0.612903225806452 0.6 0.620689655172414
"17" 0.690300344657804 0.698009950248756 0.710014947683109 0.7085 0.752752752752753 0.741612418627942 0.7464859437751 0.759919638372677 0.755533199195171 0.737160120845921
"18" 0.666666666666667 0.8125 0.866666666666667 0.933333333333333 0.857142857142857 0.714285714285714 1 0.642857142857143 0.642857142857143 0.785714285714286
"19" 1 1 1 1 1 1 1 1 1 1
"20" 0.899470899470899 0.952296819787986 0.960992907801418 0.945035460992908 0.943060498220641 0.939501779359431 0.957219251336898 0.964285714285714 0.953321364452424 0.955116696588869
"21" 0.835913312693498 0.863777089783282 0.888544891640867 0.888198757763975 0.868012422360248 0.889751552795031 0.883359253499222 0.88785046728972 0.884375 0.8828125
"22" 0.9375 0.923413566739606 0.923245614035088 0.914473684210526 0.914473684210526 0.927631578947368 0.940659340659341 0.920879120879121 0.923076923076923 0.923076923076923
"23" 0.903125 0.925 0.890625 0.884375 0.890625 0.896551724137931 0.90282131661442 0.889937106918239 0.917981072555205 0.927444794952681
"24" 0.855670103092783 0.824742268041237 0.864583333333333 0.885416666666667 0.84375 0.8125 0.894736842105263 0.91578947368421 0.863157894736842 0.778947368421053
"25" 0.790697674418605 0.813953488372093 0.788235294117647 0.752941176470588 0.764705882352941 0.811764705882353 0.776470588235294 0.738095238095238 0.72289156626506 0.780487804878049
"26" 0.838383838383838 0.929292929292929 0.838383838383838 0.858585858585859 0.777777777777778 0.737373737373737 0.737373737373737 0.858585858585859 0.858585858585859 0.868686868686869
"27" 0.947368421052632 1 0.944444444444444 1 1 0.944444444444444 1 1 0.882352941176471 1
"28" 0.577922077922078 0.651315789473684 0.602649006622517 0.593333333333333 0.601351351351351 0.541095890410959 0.643835616438356 0.575342465753425 0.582191780821918 0.531034482758621
"29" 0.769230769230769 0.833333333333333 1 0.909090909090909 0.9 1 1 1 1 0.875
