"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.189814814814815 0.210772833723653 0.193853427895981 0.220902612826603 0.210023866348449 0.211031175059952 0.198547215496368 0.198044009779951 0.186274509803922 0.204938271604938
"2" 0.771428571428571 0.814285714285714 0.757142857142857 0.72463768115942 0.782608695652174 0.855072463768116 0.811594202898551 0.823529411764706 0.720588235294118 0.808823529411765
"3" 0.666666666666667 0.611111111111111 0.833333333333333 0.75 0.6875 0.8125 0.866666666666667 0.733333333333333 0.785714285714286 0.923076923076923
"4" 0.80952380952381 0.761904761904762 0.777777777777778 0.80952380952381 0.793650793650794 0.746031746031746 0.714285714285714 0.682539682539683 0.721311475409836 0.75
"5" 0.793103448275862 0.714285714285714 0.535714285714286 0.75 0.75 0.714285714285714 0.62962962962963 0.666666666666667 0.777777777777778 0.666666666666667
"6" 0.714285714285714 0.628571428571429 0.657142857142857 0.6 0.514285714285714 0.617647058823529 0.647058823529412 0.647058823529412 0.735294117647059 0.588235294117647
"7" 0.873563218390805 0.954022988505747 0.971264367816092 0.902298850574713 0.976878612716763 0.883720930232558 0.906976744186046 0.872093023255814 0.976744186046512 0.859649122807018
"8" 0.5 0.46875 0.5 0.548387096774194 0.433333333333333 0.535714285714286 0.428571428571429 0.535714285714286 0.464285714285714 0.607142857142857
"9" 0.818181818181818 0.787878787878788 0.833333333333333 0.818181818181818 0.818181818181818 0.803030303030303 0.815384615384615 0.8125 0.71875 0.671875
"10" 0.973684210526316 1 0.861111111111111 0.944444444444444 0.916666666666667 0.944444444444444 0.972222222222222 0.972222222222222 0.970588235294118 0.911764705882353
"11" 0.69 0.71 0.7 0.69 0.66 0.69 0.67 0.61 0.68 0.66
"12" 0.826086956521739 0.695652173913043 0.782608695652174 0.818181818181818 0.636363636363636 0.772727272727273 0.714285714285714 0.6 0.8 0.722222222222222
"13" 0.555555555555556 0.705882352941177 0.823529411764706 0.882352941176471 0.75 0.6 0.733333333333333 0.666666666666667 0.6 0.466666666666667
"14" 0.851851851851852 0.703703703703704 0.62962962962963 0.925925925925926 0.777777777777778 0.777777777777778 0.851851851851852 0.740740740740741 0.740740740740741 0.703703703703704
"15" 0.944444444444444 0.888888888888889 0.833333333333333 0.888888888888889 0.861111111111111 0.857142857142857 0.852941176470588 0.823529411764706 0.882352941176471 0.911764705882353
"16" 0.297872340425532 0.473684210526316 0.5 0.540540540540541 0.513513513513513 0.567567567567568 0.542857142857143 0.612903225806452 0.666666666666667 0.620689655172414
"17" 0.948793697685869 0.96318407960199 0.960637767812656 0.959 0.961461461461461 0.956935403104657 0.954317269076305 0.959316926167755 0.962273641851107 0.950654582074522
"18" 0.777777777777778 0.75 0.933333333333333 0.666666666666667 0.642857142857143 0.857142857142857 0.714285714285714 0.857142857142857 0.785714285714286 0.785714285714286
"19" 1 1 1 1 1 1 1 1 1 1
"20" 0.970017636684303 0.980565371024735 0.984042553191489 0.985815602836879 0.98220640569395 0.97864768683274 0.983957219251337 0.9875 0.976660682226212 0.982046678635548
"21" 0.874613003095975 0.917956656346749 0.900928792569659 0.91304347826087 0.916149068322981 0.902173913043478 0.922239502332815 0.901869158878505 0.915625 0.91875
"22" 0.9375 0.905908096280088 0.921052631578947 0.916666666666667 0.907894736842105 0.916666666666667 0.934065934065934 0.894505494505495 0.905494505494505 0.940659340659341
"23" 0.775 0.79375 0.7875 0.790625 0.75 0.774294670846395 0.808777429467085 0.833333333333333 0.782334384858044 0.810725552050473
"24" 0.927835051546392 0.865979381443299 0.9375 0.875 0.885416666666667 0.90625 0.863157894736842 0.905263157894737 0.936842105263158 0.905263157894737
"25" 0.744186046511628 0.651162790697674 0.670588235294118 0.682352941176471 0.682352941176471 0.741176470588235 0.788235294117647 0.714285714285714 0.710843373493976 0.597560975609756
"26" 1 1 1 1 0.98989898989899 0.98989898989899 0.98989898989899 1 0.98989898989899 0.98989898989899
"27" 0.894736842105263 0.944444444444444 0.888888888888889 1 0.944444444444444 1 1 0.944444444444444 0.941176470588235 0.9375
"28" 0.538961038961039 0.618421052631579 0.536423841059603 0.513333333333333 0.47972972972973 0.493150684931507 0.575342465753425 0.582191780821918 0.589041095890411 0.517241379310345
"29" 0.923076923076923 1 1 0.818181818181818 1 1 1 1 1 0.875
